FrameIndex,Fish0_x,Fish0_y,Fish1_x,Fish1_y,Behavior
4524,1229,745,1480,699,0
4525,1235,749,1454,699,0
4526,1235,749,1432,699,0
4527,1224,749,1412,699,0
4528,1215,749,1395,699,0
4529,1211,722,1380,699,0
4530,1175,695,1366,699,0
4531,1122,673,1356,699,0
4532,1065,660,1346,699,0
4533,1014,652,1336,700,0
4534,983,650,1328,701,0
4535,957,650,1316,701,0
4536,934,650,1290,697,0
4537,930,650,1253,692,0
4538,926,652,1217,686,0
4539,922,651,1185,682,0
4540,921,651,1158,680,0
4541,916,651,1133,678,0
4542,907,653,1110,676,0
4543,906,688,1091,675,0
4544,900,741,1071,674,0
4545,899,786,1055,674,0
4546,899,807,1039,674,0
4547,907,835,1025,675,0
4548,920,863,1012,677,0
4549,926,875,998,678,0
4550,937,888,979,683,0
4551,947,898,956,696,0
4552,963,907,936,718,0
4553,1001,919,927,730,0
4554,1039,927,918,750,0
4555,1068,931,913,762,0
4556,1093,936,913,775,0
4557,1133,940,920,789,0
4558,1163,940,930,799,0
4559,1194,940,948,811,0
4560,1249,936,966,821,0
4561,1315,930,979,830,0
4562,1366,921,992,839,0
4563,1407,915,1004,846,0
4564,1447,907,1014,853,0
4565,1494,901,1038,863,0
4566,1527,892,1061,867,0
4567,1555,883,1101,867,0
4568,1572,879,1152,865,0
4569,1581,878,1212,859,0
4570,1601,865,1261,856,0
4571,1601,862,1303,853,0
4572,1580,845,1339,851,0
4573,1568,829,1369,850,0
4574,1556,812,1400,849,0
4575,1552,808,1446,847,0
4576,1531,786,1502,846,0
4577,1531,783,1550,844,0
4578,1535,783,1588,837,0
4579,1535,779,1616,830,0
4580,1530,775,1631,825,0
4581,1525,769,1633,815,0
4582,1525,766,1633,809,0
4583,1524,763,1630,809,0
4584,1520,763,1624,808,0
4585,1519,766,1617,806,0
4586,1509,775,1609,803,0
4587,1493,777,1605,803,0
4588,1459,778,1603,803,0
4589,1432,784,1599,803,0
4590,1411,787,1595,801,0
4591,1402,787,1592,801,0
4592,1376,785,1584,798,0
4593,1371,771,1579,795,0
4594,1371,756,1571,792,0
4595,1369,752,1562,789,0
4596,1369,749,1551,786,0
4597,1369,747,1540,784,0
4598,1360,747,1530,781,0
4599,1360,752,1517,779,0
4600,1364,768,1503,777,0
4601,1378,815,1494,777,0
4602,1396,847,1491,781,0
4603,1410,864,1468,782,0
4604,1437,875,1450,786,0
4605,1474,878,1433,791,0
4606,1506,878,1419,795,0
4607,1540,874,1400,808,0
4608,1587,869,1399,822,0
4609,1627,860,1399,830,0
4610,1657,850,1411,833,0
4611,1666,841,1427,837,0
4612,1677,841,1449,841,0
4613,1679,843,1472,845,0
4614,1681,847,1491,850,0
4615,1686,850,1507,855,0
4616,1692,862,1523,861,0
4617,1692,873,1536,868,0
4618,1689,878,1548,873,0
4619,1678,880,1559,877,0
4620,1630,881,1621,881,0
4621,1624,882,1624,882,0
4622,1624,885,1624,885,0
4623,1605,888,1605,888,0
4624,1573,891,1573,891,0
4625,1546,895,1546,895,0
4626,1532,898,1532,898,0
4627,1514,898,1532,899,0
4628,1444,890,1565,906,0
4629,1438,889,1565,908,0
4630,1398,889,1559,908,0
4631,1380,890,1553,908,0
4632,1354,890,1548,908,0
4633,1326,890,1545,909,0
4634,1292,890,1542,909,0
4635,1292,885,1529,905,0
4636,1300,883,1524,903,0
4637,1307,883,1518,901,0
4638,1341,883,1509,899,0
4639,1450,889,1450,891,0
4640,1450,889,1450,889,0
4641,1437,880,1437,880,0
4642,1437,880,1437,877,0
4643,1470,882,1457,848,0
4644,1474,882,1460,844,0
4645,1493,882,1463,838,0
4646,1528,888,1464,836,0
4647,1582,888,1464,834,0
4648,1611,887,1465,819,0
4649,1653,874,1466,819,0
4650,1672,867,1466,820,0
4651,1687,836,1480,824,0
4652,1690,792,1500,829,0
4653,1690,750,1516,834,0
4654,1680,708,1534,838,0
4655,1664,687,1543,842,0
4656,1655,679,1560,842,0
4657,1650,678,1561,843,0
4658,1632,678,1566,843,0
4659,1619,684,1576,841,0
4660,1612,693,1587,831,0
4661,1599,712,1596,825,0
4662,1596,722,1596,813,0
4663,1595,757,1596,763,0
4664,1596,763,1593,759,0
4665,1604,797,1587,759,0
4666,1604,798,1584,759,0
4667,1604,797,1583,774,0
4668,1604,794,1564,779,0
4669,1604,794,1544,792,0
4670,1605,793,1515,814,0
4671,1606,792,1498,826,0
4672,1608,792,1484,834,0
4673,1608,790,1464,846,0
4674,1602,787,1453,857,0
4675,1590,787,1439,857,0
4676,1577,789,1438,855,0
4677,1565,789,1438,851,0
4678,1547,790,1458,851,0
4679,1530,790,1483,851,0
4680,1510,792,1492,864,0
4681,1493,794,1521,881,0
4682,1482,796,1526,891,0
4683,1467,798,1547,904,0
4684,1454,809,1559,910,0
4685,1454,824,1565,919,0
4686,1454,829,1568,926,0
4687,1457,835,1572,926,0
4688,1459,839,1588,917,0
4689,1465,846,1591,903,0
4690,1472,851,1617,871,0
4691,1643,851,1617,856,0
4692,1666,830,1477,856,0
4693,1672,805,1477,859,0
4694,1672,785,1477,861,0
4695,1668,775,1486,862,0
4696,1658,767,1494,863,0
4697,1656,762,1504,863,0
4698,1644,762,1515,863,0
4699,1638,763,1534,862,0
4700,1625,768,1559,862,0
4701,1607,770,1560,864,0
4702,1591,777,1571,864,0
4703,1590,780,1584,856,0
4704,1581,787,1603,845,0
4705,1574,796,1622,838,0
4706,1571,803,1636,834,0
4707,1570,805,1645,828,0
4708,1568,808,1655,819,0
4709,1566,808,1661,809,0
4710,1565,802,1663,798,0
4711,1565,802,1663,789,0
4712,1562,801,1662,784,0
4713,1560,801,1662,780,0
4714,1560,800,1658,776,0
4715,1556,798,1654,770,0
4716,1551,797,1647,770,0
4717,1548,795,1640,767,0
4718,1540,792,1629,761,0
4719,1539,792,1623,757,0
4720,1537,788,1617,755,0
4721,1535,784,1612,752,0
4722,1533,782,1608,750,0
4723,1533,779,1604,749,0
4724,1536,774,1601,749,0
4725,1536,773,1597,749,0
4726,1525,773,1595,749,0
4727,1515,777,1593,749,0
4728,1496,783,1590,749,0
4729,1480,787,1587,749,0
4730,1457,794,1585,749,0
4731,1432,796,1584,752,0
4732,1427,800,1583,752,0
4733,1416,814,1573,751,0
4734,1411,826,1563,751,0
4735,1408,834,1543,753,0
4736,1401,846,1518,757,0
4737,1393,855,1498,760,0
4738,1378,869,1482,764,0
4739,1378,869,1467,769,0
4740,1384,868,1453,774,0
4741,1434,868,1441,779,0
4742,1489,869,1421,791,0
4743,1563,881,1410,804,0
4744,1633,888,1405,813,0
4745,1649,888,1405,819,0
4746,1667,882,1414,828,0
4747,1685,876,1436,837,0
4748,1695,875,1459,846,0
4749,1695,873,1483,855,0
4750,1677,867,1506,862,0
4751,1654,863,1521,866,0
4752,1617,849,1533,871,0
4753,1559,833,1550,875,0
4754,1498,820,1563,878,0
4755,1451,799,1574,881,0
4756,1416,799,1576,883,0
4757,1408,802,1592,883,0
4758,1406,824,1597,881,0
4759,1406,832,1597,881,0
4760,1412,841,1597,881,0
4761,1415,848,1596,881,0
4762,1430,856,1591,884,0
4763,1439,859,1591,885,0
4764,1442,860,1591,885,0
4765,1518,872,1521,874,0
4766,1518,872,1518,872,0
4767,1510,870,1510,870,0
4768,1482,857,1482,857,0
4769,1482,857,1438,848,0
4770,1499,861,1361,835,0
4771,1502,862,1319,828,0
4772,1502,862,1319,815,0
4773,1507,865,1320,812,0
4774,1535,870,1334,808,0
4775,1541,872,1353,803,0
4776,1570,872,1368,803,0
4777,1611,862,1392,805,0
4778,1651,850,1418,809,0
4779,1682,837,1448,811,0
4780,1690,822,1490,816,0
4781,1690,803,1526,822,0
4782,1681,773,1556,827,0
4783,1671,752,1581,829,0
4784,1662,737,1601,829,0
4785,1652,733,1611,829,0
4786,1632,733,1611,831,0
4787,1625,753,1621,822,0
4788,1612,765,1626,796,0
4789,1595,768,1626,792,0
4790,1589,770,1627,791,0
4791,1570,779,1629,783,0
4792,1542,800,1630,778,0
4793,1526,820,1631,774,0
4794,1519,830,1631,773,0
4795,1511,840,1626,769,0
4796,1505,847,1614,769,0
4797,1483,862,1603,772,0
4798,1457,867,1590,774,0
4799,1437,870,1575,776,0
4800,1407,872,1563,778,0
4801,1386,873,1539,783,0
4802,1370,876,1515,790,0
4803,1356,879,1488,800,0
4804,1345,882,1467,809,0
4805,1334,888,1453,815,0
4806,1333,892,1432,826,0
4807,1333,893,1417,835,0
4808,1346,898,1406,843,0
4809,1361,906,1399,848,0
4810,1372,913,1385,857,0
4811,1398,921,1378,861,0
4812,1413,925,1371,865,0
4813,1438,926,1362,870,0
4814,1457,927,1357,874,0
4815,1490,927,1356,880,0
4816,1533,920,1356,880,0
4817,1569,912,1357,880,0
4818,1600,906,1357,882,0
4819,1624,900,1358,884,0
4820,1630,895,1362,891,0
4821,1643,893,1378,891,0
4822,1658,881,1396,893,0
4823,1658,866,1417,896,0
4824,1649,857,1437,900,0
4825,1638,856,1456,904,0
4826,1627,854,1471,909,0
4827,1618,852,1485,913,0
4828,1611,851,1500,916,0
4829,1603,849,1516,916,0
4830,1598,847,1532,913,0
4831,1587,838,1545,911,0
4832,1584,832,1547,890,0
4833,1576,827,1551,884,0
4834,1569,825,1559,875,0
4835,1563,825,1559,868,0
4836,1538,828,1538,831,0
4837,1524,828,1538,831,0
4838,1471,818,1582,835,0
4839,1438,818,1586,843,0
4840,1397,818,1587,835,0
4841,1362,819,1590,831,0
4842,1332,820,1590,831,0
4843,1306,822,1584,831,0
4844,1280,822,1574,828,0
4845,1250,824,1558,823,0
4846,1235,826,1536,817,0
4847,1234,837,1508,815,0
4848,1223,839,1483,815,0
4849,1217,840,1462,813,0
4850,1215,840,1442,812,0
4851,1200,840,1425,811,0
4852,1198,838,1411,810,0
4853,1195,829,1400,809,0
4854,1179,812,1385,809,0
4855,1135,793,1368,811,0
4856,1083,786,1347,812,0
4857,1024,786,1327,813,0
4858,962,796,1297,814,0
4859,920,808,1270,815,0
4860,882,808,1239,815,0
4861,864,808,1212,815,0
4862,841,797,1177,813,0
4863,828,790,1149,812,0
4864,826,784,1121,810,0
4865,819,781,1098,808,0
4866,812,777,1078,805,0
4867,807,775,1057,799,0
4868,796,775,1035,794,0
4869,789,796,1018,789,0
4870,767,824,1001,784,0
4871,731,847,985,780,0
4872,699,866,970,777,0
4873,666,882,958,774,0
4874,633,907,946,772,0
4875,618,909,929,771,0
4876,611,909,891,771,0
4877,609,909,853,772,0
4878,609,909,822,781,0
4879,602,911,797,791,0
4880,597,922,775,800,0
4881,597,930,757,808,0
4882,601,934,743,815,0
4883,601,938,718,821,0
4884,600,942,698,827,0
4885,597,942,677,835,0
4886,589,941,664,839,0
4887,587,931,644,846,0
4888,563,913,626,846,0
4889,539,910,617,842,0
4890,509,908,612,836,0
4891,459,906,610,833,0
4892,419,898,609,833,0
4893,399,896,603,833,0
4894,362,889,595,833,0
4895,341,884,592,836,0
4896,317,881,583,836,0
4897,301,880,570,838,0
4898,286,873,555,839,0
4899,286,869,537,840,0
4900,286,859,521,842,0
4901,292,849,505,844,0
4902,299,839,494,847,0
4903,310,831,483,850,0
4904,316,822,464,853,0
4905,323,815,445,853,0
4906,333,810,417,851,0
4907,343,810,397,850,0
4908,357,817,363,817,0
4909,357,821,363,791,0
4910,352,821,366,785,0
4911,348,817,369,781,0
4912,345,814,370,768,0
4913,342,812,369,766,0
4914,340,811,368,761,0
4915,340,808,363,760,0
4916,350,805,363,756,0
4917,369,801,364,749,0
4918,387,799,379,744,0
4919,404,794,399,744,0
4920,412,788,454,723,0
4921,422,782,498,702,0
4922,431,778,548,683,0
4923,438,775,597,668,0
4924,440,770,659,651,0
4925,458,743,705,642,0
4926,480,724,748,639,0
4927,506,706,787,639,0
4928,528,691,846,646,0
4929,550,677,897,654,0
4930,569,666,937,663,0
4931,587,657,971,672,0
4932,603,649,1001,681,0
4933,624,639,1028,691,0
4934,657,629,1049,698,0
4935,692,621,1066,703,0
4936,727,621,1078,710,0
4937,777,622,1107,729,0
4938,818,631,1119,735,0
4939,853,638,1153,756,0
4940,883,645,1196,767,0
4941,913,651,1253,778,0
4942,940,657,1302,785,0
4943,973,665,1352,794,0
4944,1033,676,1402,802,0
4945,1095,695,1457,812,0
4946,1148,709,1500,819,0
4947,1196,723,1534,827,0
4948,1239,736,1575,837,0
4949,1296,747,1583,840,0
4950,1359,759,1590,841,0
4951,1412,772,1590,841,0
4952,1455,782,1595,841,0
4953,1495,790,1606,841,0
4954,1529,797,1638,838,0
4955,1557,801,1638,838,0
4956,1584,803,1638,838,0
4957,1631,814,1638,820,0
4958,1648,814,1648,814,0
4959,1663,812,1663,812,0
4960,1668,803,1668,803,0
4961,1669,798,1668,803,0
4962,1696,770,1628,809,0
4963,1696,761,1621,810,0
4964,1696,741,1612,810,0
4965,1698,725,1611,813,0
4966,1698,716,1608,814,0
4967,1694,697,1607,816,0
4968,1684,691,1606,816,0
4969,1676,691,1606,799,0
4970,1668,692,1607,788,0
4971,1661,695,1611,782,0
4972,1652,703,1618,776,0
4973,1640,751,1632,751,0
4974,1637,756,1634,751,0
4975,1637,756,1637,755,0
4976,1637,756,1637,756,0
4977,1612,760,1662,760,0
4978,1603,770,1662,761,0
4979,1601,772,1658,774,0
4980,1597,773,1654,774,0
4981,1597,776,1648,776,0
4982,1601,776,1613,771,0
4983,1601,771,1613,771,0
4984,1601,758,1645,771,0
4985,1605,720,1645,769,0
4986,1605,696,1644,764,0
4987,1600,679,1643,755,0
4988,1599,664,1638,741,0
4989,1599,645,1636,731,0
4990,1609,624,1632,710,0
4991,1622,603,1630,687,0
4992,1635,579,1627,668,0
4993,1656,547,1623,652,0
4994,1670,531,1621,641,0
4995,1675,525,1620,630,0
4996,1689,525,1618,623,0
4997,1693,533,1614,605,0
4998,1693,550,1614,594,0
4999,1693,566,1615,580,0
5000,1690,599,1619,563,0
5001,1680,633,1626,548,0
5002,1673,655,1636,531,0
5003,1667,673,1640,521,0
5004,1644,708,1645,515,0
5005,1632,721,1650,509,0
5006,1619,726,1656,509,0
5007,1604,729,1660,520,0
5008,1584,732,1662,529,0
5009,1555,736,1662,538,0
5010,1544,736,1656,551,0
5011,1532,737,1637,563,0
5012,1506,737,1612,577,0
5013,1464,742,1588,590,0
5014,1398,749,1577,599,0
5015,1343,756,1562,625,0
5016,1306,763,1556,635,0
5017,1273,765,1549,641,0
5018,1273,769,1535,651,0
5019,1274,772,1513,664,0
5020,1278,774,1472,683,0
5021,1285,779,1415,693,0
5022,1319,785,1367,705,0
5023,1338,790,1325,714,0
5024,1339,792,1281,716,0
5025,1345,792,1233,721,0
5026,1345,799,1196,729,0
5027,1344,800,1164,737,0
5028,1341,800,1139,745,0
5029,1327,800,1116,752,0
5030,1306,800,1097,758,0
5031,1287,803,1088,765,0
5032,1279,805,1072,767,0
5033,1276,805,1072,773,0
5034,1274,806,1090,777,0
5035,1273,809,1100,779,0
5036,1263,810,1112,781,0
5037,1263,811,1128,783,0
5038,1259,811,1145,785,0
5039,1259,811,1166,786,0
5040,1205,795,1195,793,0
5041,1205,795,1205,795,0
5042,1227,800,1227,800,0
5043,1227,800,1253,800,0
5044,1196,808,1322,797,0
5045,1179,809,1346,797,0
5046,1179,812,1364,801,0
5047,1183,816,1373,803,0
5048,1187,820,1374,809,0
5049,1187,822,1374,812,0
5050,1187,823,1371,819,0
5051,1187,829,1371,824,0
5052,1196,841,1371,828,0
5053,1213,876,1371,834,0
5054,1228,900,1370,841,0
5055,1246,900,1360,848,0
5056,1290,890,1296,888,0
5057,1296,888,1296,888,0
5058,1337,872,1337,872,0
5059,1361,859,1337,872,0
5060,1424,830,1335,876,0
5061,1460,816,1335,877,0
5062,1481,816,1340,878,0
5063,1500,817,1346,879,0
5064,1507,832,1360,881,0
5065,1507,842,1368,881,0
5066,1438,875,1421,875,0
5067,1435,875,1435,875,0
5068,1435,875,1435,875,0
5069,1426,875,1426,875,0
5070,1413,875,1426,875,0
5071,1339,864,1459,887,0
5072,1321,864,1463,887,0
5073,1282,865,1484,879,0
5074,1238,866,1485,866,0
5075,1182,868,1485,860,0
5076,1123,868,1485,857,0
5077,1075,865,1485,855,0
5078,1039,864,1477,844,0
5079,1010,863,1475,840,0
5080,994,863,1443,836,0
5081,986,860,1401,835,0
5082,977,852,1355,835,0
5083,960,845,1317,836,0
5084,954,830,1283,837,0
5085,954,824,1250,837,0
5086,953,813,1218,836,0
5087,953,806,1187,836,0
5088,948,799,1162,833,0
5089,944,793,1146,831,0
5090,940,785,1127,829,0
5091,939,785,1112,828,0
5092,938,793,1097,828,0
5093,923,807,1086,828,0
5094,883,825,1074,829,0
5095,829,847,1060,830,0
5096,772,868,1048,830,0
5097,716,888,1032,829,0
5098,667,901,1020,829,0
5099,633,913,1007,829,0
5100,605,923,988,828,0
5101,585,931,952,828,0
5102,567,939,902,835,0
5103,531,947,853,847,0
5104,524,947,808,857,0
5105,516,945,769,866,0
5106,504,942,734,873,0
5107,495,938,700,880,0
5108,448,924,675,886,0
5109,416,908,654,890,0
5110,398,899,633,892,0
5111,387,893,617,892,0
5112,354,881,602,893,0
5113,346,872,590,893,0
5114,346,869,579,895,0
5115,346,867,569,896,0
5116,346,865,550,899,0
5117,346,853,547,902,0
5118,357,853,530,902,0
5119,363,846,509,897,0
5120,363,841,494,894,0
5121,378,834,482,892,0
5122,403,825,471,891,0
5123,427,818,462,890,0
5124,455,812,453,890,0
5125,481,808,443,890,0
5126,514,805,442,875,0
5127,551,804,442,868,0
5128,587,804,457,861,0
5129,628,806,470,857,0
5130,666,808,483,854,0
5131,704,812,502,850,0
5132,738,817,520,847,0
5133,766,821,542,844,0
5134,791,828,561,843,0
5135,817,834,579,842,0
5136,854,842,598,842,0
5137,885,849,616,842,0
5138,923,857,633,842,0
5139,949,864,648,843,0
5140,968,869,661,845,0
5141,995,870,673,846,0
5142,1004,870,682,848,0
5143,1009,866,691,851,0
5144,1010,863,700,851,0
5145,1016,857,714,851,0
5146,1018,854,733,849,0
5147,1018,852,750,849,0
5148,1019,849,764,849,0
5149,1023,847,775,851,0
5150,1025,846,789,852,0
5151,1025,845,798,852,0
5152,1027,833,817,852,0
5153,1037,824,833,852,0
5154,1053,813,847,853,0
5155,1061,783,862,853,0
5156,1061,770,874,853,0
5157,1060,759,884,854,0
5158,1058,748,904,854,0
5159,1055,718,926,850,0
5160,1055,696,946,847,0
5161,1058,673,975,843,0
5162,1058,660,983,842,0
5163,1055,654,1001,839,0
5164,1045,650,1020,837,0
5165,1015,644,1037,832,0
5166,979,638,1045,826,0
5167,949,636,1050,821,0
5168,926,636,1055,817,0
5169,908,637,1057,813,0
5170,888,641,1065,800,0
5171,870,643,1065,787,0
5172,834,653,1059,775,0
5173,816,664,1045,756,0
5174,810,664,1024,737,0
5175,801,663,1004,723,0
5176,796,657,986,713,0
5177,785,657,970,706,0
5178,785,648,957,700,0
5179,793,624,945,695,0
5180,795,571,933,691,0
5181,795,531,914,685,0
5182,782,513,907,682,0
5183,748,491,887,678,0
5184,723,491,880,678,0
5185,690,502,877,677,0
5186,657,523,869,678,0
5187,631,545,863,678,0
5188,611,561,860,679,0
5189,590,578,858,679,0
5190,567,597,845,678,0
5191,537,616,827,674,0
5192,513,626,809,670,0
5193,494,637,794,668,0
5194,476,649,782,667,0
5195,458,662,771,666,0
5196,444,673,762,666,0
5197,431,685,753,667,0
5198,417,701,745,668,0
5199,413,714,737,670,0
5200,408,727,730,670,0
5201,404,738,706,670,0
5202,395,755,676,664,0
5203,382,772,647,660,0
5204,363,788,620,657,0
5205,346,803,598,656,0
5206,337,817,578,656,0
5207,337,819,555,657,0
5208,337,819,516,664,0
5209,329,810,481,675,0
5210,319,791,453,685,0
5211,314,771,432,694,0
5212,314,740,412,697,0
5213,314,712,395,697,0
5214,316,673,377,696,0
5215,328,624,377,691,0
5216,332,605,387,689,0
5217,345,591,387,677,0
5218,358,580,382,657,0
5219,401,571,379,644,0
5220,401,571,379,626,0
5221,434,570,375,601,0
5222,541,576,377,593,0
5223,597,576,377,593,0
5224,662,586,386,573,0
5225,706,595,405,558,0
5226,749,604,434,543,0
5227,785,613,459,534,0
5228,812,616,484,527,0
5229,832,616,514,520,0
5230,833,614,553,515,0
5231,833,612,583,515,0
5232,840,606,610,515,0
5233,844,606,634,515,0
5234,850,605,652,510,0
5235,850,593,668,500,0
5236,850,593,687,494,0
5237,924,538,703,488,0
5238,995,504,719,482,0
5239,1054,475,734,478,0
5240,1099,454,747,475,0
5241,1152,436,759,472,0
5242,1208,420,770,471,0
5243,1249,412,780,469,0
5244,1318,412,832,449,0
5245,1364,425,860,439,0
5246,1402,439,885,432,0
5247,1432,452,908,426,0
5248,1461,465,940,420,0
5249,1494,477,998,403,0
5250,1512,482,1053,390,0
5251,1524,488,1102,380,0
5252,1552,499,1143,371,0
5253,1565,500,1182,370,0
5254,1584,503,1234,370,0
5255,1593,503,1282,380,0
5256,1599,505,1321,387,0
5257,1618,508,1359,388,0
5258,1621,510,1401,388,0
5259,1631,513,1436,388,0
5260,1653,517,1464,389,0
5261,1666,517,1485,392,0
5262,1678,515,1508,395,0
5263,1682,514,1528,398,0
5264,1683,512,1545,402,0
5265,1683,511,1557,404,0
5266,1679,509,1584,404,0
5267,1676,509,1596,402,0
5268,1672,509,1602,402,0
5269,1661,508,1615,404,0
5270,1638,501,1626,414,0
5271,1624,496,1646,426,0
5272,1606,492,1658,440,0
5273,1557,482,1658,444,0
5274,1487,469,1657,446,0
5275,1425,456,1657,446,0
5276,1352,439,1657,446,0
5277,1294,426,1657,446,0
5278,1231,411,1652,446,0
5279,1189,403,1625,443,0
5280,1147,395,1552,431,0
5281,1113,389,1485,421,0
5282,1082,384,1417,413,0
5283,1058,381,1363,411,0
5284,1036,380,1306,411,0
5285,1015,380,1261,416,0
5286,996,380,1220,419,0
5287,979,380,1183,422,0
5288,963,371,1147,425,0
5289,927,371,1117,427,0
5290,896,375,1088,430,0
5291,856,377,1063,432,0
5292,782,383,1035,432,0
5293,718,411,1018,433,0
5294,687,443,912,443,0
5295,674,455,853,451,0
5296,606,503,803,465,0
5297,549,528,734,489,0
5298,493,547,680,519,0
5299,465,551,639,539,0
5300,453,563,603,554,0
5301,445,581,571,563,0
5302,424,599,571,566,0
5303,398,608,577,573,0
5304,369,615,581,575,0
5305,361,619,584,579,0
5306,361,627,584,584,0
5307,370,629,572,594,0
5308,384,639,544,603,0
5309,411,657,515,613,0
5310,424,668,496,618,0
5311,440,676,469,629,0
5312,467,679,469,676,0
5313,486,683,486,683,0
5314,496,693,486,683,0
5315,548,741,430,679,0
5316,562,753,427,679,0
5317,606,779,422,688,0
5318,646,796,421,695,0
5319,683,808,421,703,0
5320,708,817,434,711,0
5321,753,822,445,719,0
5322,793,826,459,725,0
5323,827,826,474,733,0
5324,853,826,503,743,0
5325,869,825,542,750,0
5326,883,820,597,753,0
5327,890,815,649,759,0
5328,911,802,690,765,0
5329,911,778,725,770,0
5330,900,755,757,775,0
5331,878,735,785,779,0
5332,857,722,809,783,0
5333,844,716,831,786,0
5334,837,714,851,789,0
5335,821,709,867,792,0
5336,776,704,878,793,0
5337,734,704,897,793,0
5338,701,704,897,788,0
5339,662,707,892,787,0
5340,610,712,883,786,0
5341,574,720,873,784,0
5342,542,727,861,780,0
5343,513,735,852,780,0
5344,487,742,842,779,0
5345,464,749,832,779,0
5346,441,756,811,773,0
5347,420,764,787,771,0
5348,400,770,751,769,0
5349,382,778,719,769,0
5350,380,784,689,769,0
5351,380,797,664,771,0
5352,380,809,641,772,0
5353,356,822,619,773,0
5354,344,833,602,776,0
5355,337,843,582,778,0
5356,334,852,561,779,0
5357,334,859,530,781,0
5358,342,867,504,785,0
5359,342,871,481,789,0
5360,343,876,461,794,0
5361,343,876,445,799,0
5362,340,875,430,804,0
5363,334,870,415,809,0
5364,333,867,404,813,0
5365,330,866,380,819,0
5366,330,866,367,824,0
5367,345,874,350,831,0
5368,351,876,344,831,0
5369,351,877,338,827,0
5370,357,877,338,826,0
5371,357,877,336,826,0
5372,401,819,316,851,0
5373,469,814,312,855,0
5374,517,814,312,862,0
5375,530,827,312,867,0
5376,530,835,312,873,0
5377,525,841,312,879,0
5378,513,846,312,885,0
5379,503,848,312,890,0
5380,497,848,313,894,0
5381,495,848,314,898,0
5382,493,847,315,901,0
5383,493,845,328,901,0
5384,493,843,336,897,0
5385,493,843,357,894,0
5386,418,874,411,882,0
5387,411,876,418,874,0
5388,411,882,446,872,0
5389,442,885,468,845,0
5390,457,885,468,845,0
5391,473,885,454,845,0
5392,488,886,427,846,0
5393,499,888,398,846,0
5394,508,890,376,848,0
5395,518,892,355,851,0
5396,525,895,333,853,0
5397,543,895,320,853,0
5398,553,888,310,851,0
5399,553,886,305,851,0
5400,551,882,305,852,0
5401,536,879,307,852,0
5402,516,878,310,844,0
5403,492,878,327,844,0
5404,421,861,352,878,0
5405,411,856,354,879,0
5406,421,852,354,879,0
5407,427,852,347,885,0
5408,444,855,346,886,0
5409,465,856,347,885,0
5410,466,857,465,857,0
5411,471,857,471,857,0
5412,482,856,482,856,0
5413,488,856,482,856,0
5414,555,848,434,867,0
5415,568,848,434,868,0
5416,581,849,435,870,0
5417,589,850,435,871,0
5418,598,850,419,873,0
5419,602,851,415,874,0
5420,605,852,413,875,0
5421,613,853,411,875,0
5422,613,854,410,876,0
5423,616,856,408,878,0
5424,621,859,404,878,0
5425,621,859,403,879,0
5426,616,859,402,880,0
5427,610,857,400,880,0
5428,604,857,400,880,0
5429,598,858,394,881,0
5430,593,858,394,881,0
5431,588,858,387,883,0
5432,585,857,382,883,0
5433,584,857,380,882,0
5434,581,858,370,882,0
5435,579,859,359,882,0
5436,576,861,328,883,0
5437,574,864,328,884,0
5438,573,866,329,883,0
5439,564,868,334,879,0
5440,553,869,337,872,0
5441,537,869,337,864,0
5442,520,870,337,858,0
5443,505,872,326,845,0
5444,493,873,315,834,0
5445,484,876,292,830,0
5446,478,878,267,825,0
5447,463,884,267,822,0
5448,458,884,271,820,0
5449,447,882,284,819,0
5450,429,873,290,815,0
5451,416,865,294,811,0
5452,406,862,312,807,0
5453,395,857,332,799,0
5454,384,854,349,792,0
5455,374,854,375,783,0
5456,363,853,391,778,0
5457,355,839,403,775,0
5458,355,836,421,772,0
5459,355,836,446,771,0
5460,357,834,493,770,0
5461,359,833,527,768,0
5462,361,832,568,765,0
5463,370,827,604,760,0
5464,377,825,643,759,0
5465,386,824,678,758,0
5466,406,819,707,758,0
5467,423,814,733,760,0
5468,449,807,757,760,0
5469,470,801,782,760,0
5470,489,796,797,760,0
5471,513,789,805,760,0
5472,539,782,817,767,0
5473,568,775,826,767,0
5474,591,770,827,767,0
5475,613,766,830,765,0
5476,632,763,836,764,0
5477,649,761,839,746,0
5478,666,758,839,728,0
5479,680,756,879,697,0
5480,692,753,951,669,0
5481,709,749,1017,657,0
5482,729,742,1061,657,0
5483,761,727,1099,657,0
5484,797,708,1159,672,0
5485,833,689,1212,686,0
5486,872,670,1276,702,0
5487,914,655,1326,716,0
5488,951,644,1376,729,0
5489,984,637,1436,741,0
5490,1013,632,1486,753,0
5491,1038,628,1529,763,0
5492,1066,628,1565,769,0
5493,1119,634,1599,773,0
5494,1166,646,1615,773,0
5495,1209,659,1636,772,0
5496,1249,671,1644,772,0
5497,1284,682,1652,773,0
5498,1316,690,1658,776,0
5499,1356,697,1660,778,0
5500,1387,703,1660,779,0
5501,1413,709,1666,785,0
5502,1440,714,1670,791,0
5503,1463,719,1679,802,0
5504,1485,723,1680,806,0
5505,1503,728,1682,820,0
5506,1519,732,1682,828,0
5507,1535,737,1682,837,0
5508,1547,737,1679,846,0
5509,1571,738,1677,853,0
